"id","meeting_id","flow_name","flow_step","flow_content","status","date_time"
"3557","100000076",,"3","{""desc"":""<p>各党支部：&nbsp;</p><p>根据《中国共产党基层组织选举工作暂行条例》和《扬州大学基层党组织换届选举工作暂行规定》，各支部进行了换届改选，经院党委研究，同意换届支部改选结果：&nbsp;</p><p>1、学院机关党支部：&nbsp;书记：CV 组织委员：XXX 宣传委员兼纪检委员：XXX</p><p>&nbsp;2、旅游管理系教工党支部：&nbsp;书记：XXX 组织委员：XXX 宣传委员兼纪检委员：王XXX&nbsp;</p><p>3、烹饪与营养系教工党支部：&nbsp;书记：XXX 组织委员：XXX 宣传委员兼纪检委员：朱XXX勤&nbsp;</p><p>4、食品科学与工程系教工党支部：</p><p>5.&nbsp;书记：XXX 组织委员：XXX娟 宣传委员兼纪检委员：XXX永祺&nbsp;</p><p>6、旅游管理专业学生党支部：&nbsp;书记：XXX 组织委员：XXX 宣传委员兼纪检委员：XXX 哲</p><p>  &nbsp;特此批复&nbsp;中共扬州大学旅游烹饪(食品科学与工程)学院委员会&nbsp;20XX年2月28日</p>""}","3",
"3558","100000076",,"4",,"3",
"3559","100000076",,"5","{""desc"":""<p><br></p><p class=\""ql-align-center\""><img src=\""https://f.shyunhua.com//yzxfile/5eb91dc65b690__!5da045818771b__!9.jpg\""></p>"",""min"":""50""}","3",
"3560","100000076",,"6","{""desc"":""<p>张三  李四  王五   赵六</p>"",""min"":""50""}","3",
"3561","100000076",,"7","{""desc"":""<blockquote><br></blockquote><p><img src=\""https://f.shyunhua.com//yzxfile/5eb91df4ce886__!微信图片_20191011214748.png\""></p>""}","3",
"3562","100000076",,"8","{""min"":""80""}","3",
"3563","100000076",,"9","{""min"":""50""}","3",
"3564","100000076",,"10",,"3",
"3565","100000076",,"11",,"2",
"3566","100000076",,"12",,"1",
"3567","100000077",,"1","{""min"":""80"",""c_min"":""80""}","3",
"3568","100000077",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","3",
"3569","100000077",,"3","{""desc"":""<p><span style=\""color: rgb(51, 51, 51);\"">批复适用于上级机关答复下级机关的请示事项。复函，适用于</span><a href=\""https://www.baidu.com/s?wd=%E4%B8%8D%E7%9B%B8%E9%9A%B6%E5%B1%9E%E6%9C%BA%E5%85%B3&amp;tn=SE_PcZhidaonwhc_ngpagmjz&amp;rsv_dl=gh_pc_zhidao\"" rel=\""noopener noreferrer\"" target=\""_blank\"" style=\""color: rgb(63, 136, 191);\"">不相隶属机关</a><span style=\""color: rgb(51, 51, 51);\"">之间商洽工作，询问和答复问题，请求批准和答复审批事项。国务院《国家行政机关公文处理办法》国发〔2000〕23号第九条 行政机关的公文种类主要有：（一）命令（令）适用于依照有关法律公布行政法规和规章；宣布施行重大强制性行政措施；嘉奖有关单位及人员。（二）决定适用于对重要事项或者重大行动做出安排，奖惩有关单位及人员，变更或者撤销下级机关不适当的决定事项。（三） 公告适用于向国内外宣布重要事项或者法定事项。（四）通告适用于公布社会各有关方面应当遵守或者周知的事项。（五）通知适用于批转下级机关的公文，转发上级机关和</span><a href=\""https://www.baidu.com/s?wd=%E4%B8%8D%E7%9B%B8%E9%9A%B6%E5%B1%9E%E6%9C%BA%E5%85%B3&amp;tn=SE_PcZhidaonwhc_ngpagmjz&amp;rsv_dl=gh_pc_zhidao\"" rel=\""noopener noreferrer\"" target=\""_blank\"" style=\""color: rgb(63, 136, 191);\"">不相隶属机关</a><span style=\""color: rgb(51, 51, 51);\"">的公文，传达要求下级机关办理和需要有关单位周知或者执行的事项，任免人员。（六）通报适用于表彰先进，批评错误，传达重要精神或者情况。（七）议案适用于各级人民政府按照法律程序向同级人民代表大会或人民代表大会常务委员会提请审议事项。（八）报告适用于向上级机关汇报工作，反映情况，答复上级机关的询问。（九）请示适用于向上级机关请求指示、批准。（十）批复适用于答复下级机关的请示事项。（十一）意见适用于对重要问题提出见解和处理办法。（十二）函适用于</span><a href=\""https://www.baidu.com/s?wd=%E4%B8%8D%E7%9B%B8%E9%9A%B6%E5%B1%9E%E6%9C%BA%E5%85%B3&amp;tn=SE_PcZhidaonwhc_ngpagmjz&amp;rsv_dl=gh_pc_zhidao\"" rel=\""noopener noreferrer\"" target=\""_blank\"" style=\""color: rgb(63, 136, 191);\"">不相隶属机关</a><span style=\""color: rgb(51, 51, 51);\"">之间商洽工作，询问和答复问题，请求批准和答复审批事项。（十三）会议纪要适用于记载、传达会议情况和议定事项。</span></p>""}","3",
"3570","100000077",,"4",,"3",
"3571","100000077",,"5","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5eba658fb2d0d__!5da044622360c__!0.jpg\""></p>"",""min"":""80""}","3",
"3572","100000077",,"6","{""desc"":""<p>监票人名单：</p><p>战三  李四 王五 兆欧</p>"",""min"":""80""}","3",
"3573","100000077",,"7","{""desc"":""<p>投票说明</p><p>适用于上级机关答复下级机关的请示事项。复函，适用于不相隶属机关之间商洽工作，询问和答复问题，请求批准和答复审批事项。国务院《国家行政机关公文处理办法》国发〔2000〕23号第九条 行政机关的公文种类主要有：（一）命令（令）适用于依照有关法律公布行政法规和规章；宣布施行重大强制性行政措施；嘉奖有关单位及人员。（二）决定适用于对重要事项或者重大行动做出安排，奖惩有关单位及人员，变更或者撤销下级机关不适当的决定事项。（三） 公告适用于向国内外宣布重要事项或者法定事项。</p>""}","3",
"3574","100000077",,"8","{""min"":""80""}","3",
"3575","100000077",,"9","{""min"":""80""}","3",
"3576","100000077",,"10",,"2",
"3577","100000077",,"11",,"1",
"3578","100000077",,"12",,"1",
"3579","100000078",,"1","{""min"":""50"",""c_min"":""50""}","2",
"3580","100000078",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","1",
"3581","100000078",,"3","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebba49f2d5ce__!3 宣布批复.jpg\""></p>""}","1",
"3582","100000078",,"4",,"1",
"3583","100000078",,"5","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebba76a49848__!5 选举办法.png\""></p>"",""min"":""50""}","1",
"3584","100000078",,"6","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebba77ab2aae__!6 监票人建议名单.jpg\""></p>"",""min"":""50""}","1",
"3585","100000078",,"7","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebba79c80564__!7 投票说明.png\""></p>""}","1",
"3586","100000078",,"8","{""min"":""50""}","1",
"3587","100000078",,"9","{""min"":""50""}","1",
"3588","100000078",,"10",,"1",
"3589","100000078",,"11",,"1",
"3590","100000078",,"12",,"1",
"3591","100000079",,"1","{""min"":""50"",""c_min"":""50""}","3",
"3592","100000079",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","3",
"3593","100000079",,"3","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebbbf72ef2d9__!3 宣布批复.jpg\""></p>""}","3",
"3594","100000079",,"4",,"3",
"3595","100000079",,"5","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebbc2986149a__!5 选举办法.png\""></p>"",""min"":""50""}","3",
"3596","100000079",,"6","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebbc31977cbb__!6 监票人建议名单.jpg\""></p>"",""min"":""50""}","3",
"3597","100000079",,"7","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebbc33519e96__!7 投票说明.png\""></p>""}","3",
"3598","100000079",,"8","{""min"":""50""}","3",
"3599","100000079",,"9","{""min"":""50""}","3",
"3600","100000079",,"10",,"2",
"3601","100000079",,"11",,"1",
"3602","100000079",,"12",,"1",
"3603","100000080",,"1","{""min"":""80"",""c_min"":""80""}","2",
"3604","100000080",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","1",
"3605","100000080",,"3","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebcb00c67f3f__!3 宣布批复.jpg\""></p>""}","1",
"3606","100000080",,"4",,"1",
"3607","100000080",,"5","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebcb09bbc675__!5 选举办法.png\""></p>"",""min"":""50""}","1",
"3608","100000080",,"6","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebcb0aa34afd__!6 监票人建议名单.jpg\""></p>"",""min"":""50""}","1",
"3609","100000080",,"7","{""desc"":""<p><br></p><p><img src=\""https://f.shyunhua.com//yzxfile/5ebcb0b94aa56__!7 投票说明.png\""></p>""}","1",
"3610","100000080",,"8","{""min"":""80""}","1",
"3611","100000080",,"9","{""min"":""50""}","1",
"3612","100000080",,"10",,"1",
"3613","100000080",,"11",,"1",
"3614","100000080",,"12",,"1",
"3615","100000081",,"1",,"2",
"3616","100000081",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","1",
"3617","100000081",,"3",,"1",
"3618","100000081",,"4",,"1",
"3619","100000081",,"5",,"1",
"3620","100000081",,"6",,"1",
"3621","100000081",,"7",,"1",
"3622","100000081",,"8",,"1",
"3623","100000081",,"9",,"1",
"3624","100000081",,"10",,"1",
"3625","100000081",,"11",,"1",
"3626","100000081",,"12",,"1",
"3627","100000082",,"1",,"3",
"3628","100000082",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","2",
"3629","100000082",,"3",,"1",
"3630","100000082",,"4",,"1",
"3631","100000082",,"5",,"1",
"3632","100000082",,"6",,"1",
"3633","100000082",,"7",,"1",
"3634","100000082",,"8",,"1",
"3635","100000082",,"9",,"1",
"3636","100000082",,"10",,"1",
"3637","100000082",,"11",,"1",
"3638","100000082",,"12",,"1",
"3639","100000083",,"1",,"2",
"3640","100000083",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","1",
"3641","100000083",,"3",,"1",
"3642","100000083",,"4",,"1",
"3643","100000083",,"5",,"1",
"3644","100000083",,"6",,"1",
"3645","100000083",,"7",,"1",
"3646","100000083",,"8",,"1",
"3647","100000083",,"9",,"1",
"3648","100000083",,"10",,"1",
"3649","100000083",,"11",,"1",
"3650","100000083",,"12",,"1",
"3651","100000084",,"1",,"3",
"3652","100000084",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","3",
"3653","100000084",,"3",,"3",
"3654","100000084",,"4",,"3",
"3655","100000084",,"5",,"3",
"3656","100000084",,"6",,"3",
"3657","100000084",,"7",,"3",
"3658","100000084",,"8",,"3",
"3659","100000084",,"9",,"3",
"3660","100000084",,"10",,"2",
"3661","100000084",,"11",,"1",
"3662","100000084",,"12",,"1",
"3663","100000085",,"1",,"3",
"3664","100000085",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","3",
"3665","100000085",,"3",,"3",
"3666","100000085",,"4",,"3",
"3667","100000085",,"5",,"3",
"3668","100000085",,"6",,"3",
"3669","100000085",,"7",,"3",
"3670","100000085",,"8",,"3",
"3671","100000085",,"9",,"3",
"3672","100000085",,"10",,"3",
"3673","100000085",,"11",,"3",
"3674","100000085",,"12",,"3",
"3675","100000086",,"1","{""min"":""90"",""c_min"":""90""}","1",
"3676","100000086",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","1",
"3677","100000086",,"3",,"1",
"3678","100000086",,"4",,"1",
"3679","100000086",,"5",,"1",
"3680","100000086",,"6",,"1",
"3681","100000086",,"7",,"1",
"3682","100000086",,"8",,"1",
"3683","100000086",,"9",,"1",
"3684","100000086",,"10",,"1",
"3685","100000086",,"11",,"1",
"3686","100000086",,"12",,"1",
"3687","100000087",,"1","{""min"":""80"",""c_min"":""80""}","1",
"3688","100000087",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","1",
"3689","100000087",,"3","{""desc"":""<p>中广网北京5月29日新闻（记者孙莹）最高人民法院今天宣布《对于在裁判文书中如何表述修正前后刑法条文的批复》，自2012年6月1日起实施。据先容，最高法是由于近来一些法院就在裁判文书中引用修正前后刑法条文如何详细表述问题请示最高法院。经研讨做出的批复。详细内容如下</p><p>一、根据案件情况，裁判文书引用1997年3月14日第八届全国人民代表大会第五次会议修订的刑法条文，应当根据具体情况分辨表述：</p><p>（一）有关刑法条文在修订的刑法实行后未经修正，或者经过修正，但引用的是现行有效条文，表述为“《中华人民共和国刑法》第××条”。</p><p>（二）有关刑法条文经由修正，引用修正前的条文，表述为“1997年修订的《中华人民共和国刑法》第××条”。</p><p>（三）有关刑法条文经两次以上修正，援用经修正、且为最后一次修改前的条文，表述为“经××××年《中华国民共和国刑法修正案（×）》修正的《中华人民共跟国刑法》第××条”。</p><p>二、依据案件情形，裁判文书引用1997年3月14日第八届全国人民代表大会第五次会议订正前的刑法条文，应该表述为“1979年《中华人民共和国刑法》第××条”。</p><p>三、根据案件情况，裁判文书引用有关单行刑法条文，应当直接引用相应当条例、弥补划定或者决议的具体条款。</p><p>四、《最高人民法院关于在裁判文书中如何引用修订前、后刑法名称的告诉》（法〔1997〕192号）、《最高人民法院关于在裁判文书中如何引用刑法修正案的批复》（法释〔2007〕7号）不再实用。</p>""}","1",
"3690","100000087",,"4",,"1",
"3691","100000087",,"5",,"1",
"3692","100000087",,"6",,"1",
"3693","100000087",,"7",,"1",
"3694","100000087",,"8",,"1",
"3695","100000087",,"9",,"1",
"3696","100000087",,"10",,"1",
"3697","100000087",,"11",,"1",
"3698","100000087",,"12",,"1",
"3699","100000088",,"1","{""min"":""80"",""c_min"":""80""}","2",
"3700","100000088",,"2","{""desc"":""<ul><li>一 、严禁拉帮结派，对搞团团伙伙、结党营私的，一律给予纪律处分。</li><li>二、 严禁拉票贿选，对在民主推荐和选举中搞拉票、助选等非组织活动的，一律排除出人选名单或者取消候选人资格，并视情节给予纪律处分，贿选的依法处理</li><li>三、严禁买官卖官，对以谋取职务调整、晋升等为目的贿赂他人或者收受贿赂的，一律先停职或者免职，并依纪依法处理。</li><li>四、严禁跑官要官，对采取拉关系或者要挟等手段谋取职务或者职级待遇的，一律不得提拔使用。</li><li>五、严禁造假骗官，对篡改、伪造干部档案材料的，一律对相关人员给予组织处理或者纪律处分。</li><li>六、严禁说情打招呼，对搞封官许愿或者为他人提拔重用说情打招呼的，对私自干预下级干部选拔任用的，一律记录在案，情节严重的严禁追究责任。</li><li>七、严禁违规用人，对突击提拔调整干部、超职数配备干部和违反规定程序选拔任用干部的，一律宣布无效，并视情节对相关人员给予纪律处分。</li><li>八、严禁跑风漏气，对泄露、扩散涉及选举人事安排等保密内容的，一律追究相关人员责任。</li><li>九、严禁干扰选举，对造谣、诬告他人或者妨害他人自由行使选举权的，一律严厉查处，涉嫌违法犯罪的移送司法机关处理。</li></ul>""}","1",
